,Open,Close,High,Low,Limit_Up,Limit_Down,Total_Turnover,Volume,Symbol,Clock,Factor,FactorPost,Pause
722,3110.82,3101.07,3144.26,3089.09,3419.75,2797.97,32326271719.0,3914126000.0,S.CN.SSE.000905,2012-12-21,0.0,0.0,False
723,3093.97,3117.7,3120.73,3090.41,3411.18,2790.97,24764703925.0,2908388500.0,S.CN.SSE.000905,2012-12-24,0.0,0.0,False
724,3110.97,3189.09,3197.72,3102.61,3429.47,2805.93,41031778248.0,5286285200.0,S.CN.SSE.000905,2012-12-25,0.0,0.0,False
725,3187.2,3228.68,3228.8,3183.95,3508.0,2870.18,37198633040.0,4680000200.0,S.CN.SSE.000905,2012-12-26,0.0,0.0,False
726,3232.79,3199.48,3244.94,3198.91,3551.54,2905.81,38346715453.0,4722372400.0,S.CN.SSE.000905,2012-12-27,0.0,0.0,False
727,3195.2,3235.2,3235.59,3187.09,3519.43,2879.53,33393660049.0,4131623000.0,S.CN.SSE.000905,2012-12-28,0.0,0.0,False
728,3242.96,3275.86,3275.86,3236.63,3558.71,2911.68,38366383962.0,4741584600.0,S.CN.SSE.000905,2012-12-31,0.0,0.0,False
729,3297.04,3258.25,3304.76,3226.95,3603.45,2948.27,38348980386.0,4617085400.0,S.CN.SSE.000905,2013-01-04,0.0,0.0,False
730,3253.67,3288.37,3288.65,3245.46,3584.08,2932.43,36303731585.0,4273112200.0,S.CN.SSE.000905,2013-01-07,0.0,0.0,False
731,3288.13,3327.04,3331.67,3270.76,3617.21,2959.53,44519415792.0,5196382700.0,S.CN.SSE.000905,2013-01-08,0.0,0.0,False
732,3321.76,3334.99,3359.07,3303.8,3659.74,2994.34,43568057137.0,5092739600.0,S.CN.SSE.000905,2013-01-09,0.0,0.0,False
733,3335.09,3356.35,3368.01,3329.93,3668.49,3001.49,39408457427.0,4790195800.0,S.CN.SSE.000905,2013-01-10,0.0,0.0,False
734,3357.47,3271.18,3360.41,3262.83,3691.99,3020.72,42629276534.0,5130053400.0,S.CN.SSE.000905,2013-01-11,0.0,0.0,False
735,3264.15,3384.74,3387.5,3262.57,3598.3,2944.06,49292491425.0,5675323000.0,S.CN.SSE.000905,2013-01-14,0.0,0.0,False
736,3390.33,3450.68,3463.26,3389.78,3723.22,3046.27,61177582010.0,6936897000.0,S.CN.SSE.000905,2013-01-15,0.0,0.0,False
737,3448.28,3450.56,3462.59,3393.71,3795.75,3105.61,55786554153.0,6290848200.0,S.CN.SSE.000905,2013-01-16,0.0,0.0,False
738,3444.47,3408.02,3452.37,3399.66,3795.62,3105.5,41612112790.0,4741554100.0,S.CN.SSE.000905,2013-01-17,0.0,0.0,False
739,3416.45,3464.64,3466.53,3406.6,3748.82,3067.22,44339888668.0,5111861100.0,S.CN.SSE.000905,2013-01-18,0.0,0.0,False
740,3475.2,3491.12,3492.22,3458.87,3811.11,3118.18,45819878963.0,5378953200.0,S.CN.SSE.000905,2013-01-21,0.0,0.0,False
741,3487.57,3435.43,3487.57,3409.84,3840.23,3142.01,47247161757.0,5347412200.0,S.CN.SSE.000905,2013-01-22,0.0,0.0,False
742,3422.77,3441.74,3451.26,3393.05,3778.98,3091.89,38051251608.0,4335737300.0,S.CN.SSE.000905,2013-01-23,0.0,0.0,False
743,3442.62,3369.73,3473.98,3344.98,3785.92,3097.57,49520340993.0,5717497000.0,S.CN.SSE.000905,2013-01-24,0.0,0.0,False
744,3363.43,3364.06,3382.77,3346.24,3706.71,3032.76,33398507121.0,3709918600.0,S.CN.SSE.000905,2013-01-25,0.0,0.0,False
745,3362.47,3449.79,3449.95,3362.22,3700.47,3027.65,41684784652.0,4542212100.0,S.CN.SSE.000905,2013-01-28,0.0,0.0,False
746,3451.66,3482.52,3489.86,3447.82,3794.77,3104.81,45187021289.0,4928037500.0,S.CN.SSE.000905,2013-01-29,0.0,0.0,False
747,3482.57,3500.58,3502.72,3462.37,3830.77,3134.27,46990705859.0,5421893000.0,S.CN.SSE.000905,2013-01-30,0.0,0.0,False
748,3497.28,3479.64,3499.15,3463.2,3850.64,3150.52,43092440966.0,4859125200.0,S.CN.SSE.000905,2013-01-31,0.0,0.0,False
749,3471.27,3507.71,3507.83,3462.68,3827.6,3131.67,42185118919.0,4792548700.0,S.CN.SSE.000905,2013-02-01,0.0,0.0,False
750,3517.46,3484.36,3524.04,3467.02,3858.48,3156.94,50387987916.0,5593744600.0,S.CN.SSE.000905,2013-02-04,0.0,0.0,False
751,3466.59,3520.65,3520.99,3457.43,3832.8,3135.93,41301298971.0,4771113300.0,S.CN.SSE.000905,2013-02-05,0.0,0.0,False
752,3521.66,3544.39,3555.94,3521.64,3872.71,3168.58,38010627848.0,4230870500.0,S.CN.SSE.000905,2013-02-06,0.0,0.0,False
753,3539.47,3557.67,3565.38,3526.03,3898.82,3189.95,36599179547.0,3870483400.0,S.CN.SSE.000905,2013-02-07,0.0,0.0,False
754,3554.15,3608.59,3618.84,3553.8,3913.43,3201.9,36455880337.0,3792830300.0,S.CN.SSE.000905,2013-02-08,0.0,0.0,False
755,3625.03,3627.78,3639.36,3604.01,3969.45,3247.73,41448241843.0,4509927800.0,S.CN.SSE.000905,2013-02-18,0.0,0.0,False
756,3624.94,3561.36,3630.65,3546.72,3990.55,3265.0,42698603190.0,4842099100.0,S.CN.SSE.000905,2013-02-19,0.0,0.0,False
757,3555.59,3635.38,3635.38,3553.49,3917.49,3205.22,41216710013.0,4425230800.0,S.CN.SSE.000905,2013-02-20,0.0,0.0,False
758,3612.72,3560.32,3612.72,3531.13,3998.91,3271.84,50565195711.0,5441162500.0,S.CN.SSE.000905,2013-02-21,0.0,0.0,False
759,3552.67,3548.36,3587.71,3543.02,3916.35,3204.29,39756230929.0,4158543800.0,S.CN.SSE.000905,2013-02-22,0.0,0.0,False
760,3551.6,3587.59,3595.6,3551.37,3903.19,3193.52,35661833113.0,3767710200.0,S.CN.SSE.000905,2013-02-25,0.0,0.0,False
761,3573.95,3533.2,3600.46,3532.27,3946.35,3228.83,41504131316.0,4338675800.0,S.CN.SSE.000905,2013-02-26,0.0,0.0,False
762,3538.94,3535.9,3568.68,3506.76,3886.52,3179.88,36615453562.0,3823497400.0,S.CN.SSE.000905,2013-02-27,0.0,0.0,False
763,3544.06,3608.2,3608.2,3531.89,3889.49,3182.31,42703449313.0,4606208900.0,S.CN.SSE.000905,2013-02-28,0.0,0.0,False
764,3608.62,3648.42,3648.69,3603.98,3969.02,3247.38,47913789682.0,5017328200.0,S.CN.SSE.000905,2013-03-01,0.0,0.0,False
765,3614.56,3518.72,3614.56,3496.05,4013.26,3283.58,58624532627.0,6458809000.0,S.CN.SSE.000905,2013-03-04,0.0,0.0,False
766,3516.53,3597.92,3598.01,3507.03,3870.59,3166.85,47679030905.0,5038021500.0,S.CN.SSE.000905,2013-03-05,0.0,0.0,False
767,3605.36,3653.93,3654.11,3605.36,3957.71,3238.13,55482834943.0,5824637900.0,S.CN.SSE.000905,2013-03-06,0.0,0.0,False
768,3648.28,3609.64,3651.74,3575.98,4019.33,3288.54,53496724299.0,5494145600.0,S.CN.SSE.000905,2013-03-07,0.0,0.0,False
769,3608.9,3570.38,3626.92,3564.22,3970.6,3248.68,38381068979.0,3964923800.0,S.CN.SSE.000905,2013-03-08,0.0,0.0,False
770,3568.62,3571.11,3588.7,3543.76,3927.42,3213.34,31010435378.0,3273366500.0,S.CN.SSE.000905,2013-03-11,0.0,0.0,False
771,3570.47,3481.18,3589.72,3438.19,3928.22,3213.99,40719835241.0,4406928500.0,S.CN.SSE.000905,2013-03-12,0.0,0.0,False
772,3473.26,3449.35,3477.1,3413.18,3829.29,3133.06,28827635231.0,3141551100.0,S.CN.SSE.000905,2013-03-13,0.0,0.0,False
773,3443.78,3464.85,3482.37,3440.02,3794.29,3104.42,25915221081.0,2775663100.0,S.CN.SSE.000905,2013-03-14,0.0,0.0,False
774,3466.89,3471.21,3525.53,3431.57,3811.34,3118.37,36029721961.0,3800305700.0,S.CN.SSE.000905,2013-03-15,0.0,0.0,False
775,3461.87,3427.12,3477.93,3423.52,3818.34,3124.09,34162311552.0,3615736500.0,S.CN.SSE.000905,2013-03-18,0.0,0.0,False
776,3421.74,3438.07,3442.06,3378.91,3769.83,3084.41,31250906003.0,3463203400.0,S.CN.SSE.000905,2013-03-19,0.0,0.0,False
777,3436.84,3527.77,3527.83,3432.58,3781.88,3094.26,39767863848.0,4530861900.0,S.CN.SSE.000905,2013-03-20,0.0,0.0,False
778,3527.76,3565.02,3575.84,3522.14,3880.55,3174.99,45250505031.0,4850444100.0,S.CN.SSE.000905,2013-03-21,0.0,0.0,False
779,3561.12,3579.92,3586.09,3549.07,3921.52,3208.52,38737281453.0,4281136800.0,S.CN.SSE.000905,2013-03-22,0.0,0.0,False
780,3581.31,3568.52,3590.82,3550.18,3937.91,3221.93,37323613032.0,3978482600.0,S.CN.SSE.000905,2013-03-25,0.0,0.0,False
781,3556.3,3543.81,3557.79,3504.57,3925.38,3211.67,35743324347.0,3813555100.0,S.CN.SSE.000905,2013-03-26,0.0,0.0,False
782,3541.38,3552.26,3579.39,3528.31,3898.19,3189.43,35430083154.0,3689400200.0,S.CN.SSE.000905,2013-03-27,0.0,0.0,False
783,3526.54,3448.98,3526.54,3448.66,3907.48,3197.03,37049156757.0,4125274100.0,S.CN.SSE.000905,2013-03-28,0.0,0.0,False
784,3449.28,3447.28,3470.48,3434.57,3793.87,3104.08,28629550098.0,3155551800.0,S.CN.SSE.000905,2013-03-29,0.0,0.0,False
785,3449.54,3470.96,3489.14,3448.29,3792.01,3102.56,30167400237.0,3295382300.0,S.CN.SSE.000905,2013-04-01,0.0,0.0,False
786,3471.69,3428.5,3504.28,3419.74,3818.06,3123.86,35182736424.0,3786367600.0,S.CN.SSE.000905,2013-04-02,0.0,0.0,False
787,3429.89,3397.23,3438.59,3382.22,3771.35,3085.65,32560825378.0,3672102000.0,S.CN.SSE.000905,2013-04-03,0.0,0.0,False
788,3354.44,3411.13,3411.38,3315.33,3736.96,3057.51,32252840650.0,3622082800.0,S.CN.SSE.000905,2013-04-08,0.0,0.0,False
789,3411.4,3444.37,3449.92,3411.4,3752.24,3070.02,30878493181.0,3418339600.0,S.CN.SSE.000905,2013-04-09,0.0,0.0,False
790,3444.46,3437.27,3455.69,3410.03,3788.81,3099.93,33103603814.0,3555170800.0,S.CN.SSE.000905,2013-04-10,0.0,0.0,False
791,3442.93,3423.22,3453.53,3420.76,3780.99,3093.54,28642370316.0,3192556800.0,S.CN.SSE.000905,2013-04-11,0.0,0.0,False
792,3418.3,3394.52,3434.67,3391.01,3765.54,3080.9,26198905341.0,2929498800.0,S.CN.SSE.000905,2013-04-12,0.0,0.0,False
793,3382.0,3346.85,3382.0,3336.41,3733.97,3055.07,25580176434.0,2930810700.0,S.CN.SSE.000905,2013-04-15,0.0,0.0,False
794,3313.51,3383.08,3383.31,3302.24,3681.54,3012.17,25812228445.0,2989388900.0,S.CN.SSE.000905,2013-04-16,0.0,0.0,False
795,3381.61,3412.42,3412.52,3373.03,3721.39,3044.77,26727029858.0,2879345800.0,S.CN.SSE.000905,2013-04-17,0.0,0.0,False
796,3396.01,3423.01,3434.05,3383.97,3753.66,3071.17,29865355533.0,3234672700.0,S.CN.SSE.000905,2013-04-18,0.0,0.0,False
797,3423.44,3495.24,3498.57,3422.97,3765.31,3080.71,39859246220.0,4333789100.0,S.CN.SSE.000905,2013-04-19,0.0,0.0,False
798,3478.04,3511.62,3511.72,3475.86,3844.77,3145.72,41273810250.0,4380969500.0,S.CN.SSE.000905,2013-04-22,0.0,0.0,False
799,3509.2,3416.45,3509.74,3412.21,3862.79,3160.46,39770062432.0,4361645100.0,S.CN.SSE.000905,2013-04-23,0.0,0.0,False
800,3417.4,3484.57,3489.52,3411.82,3758.09,3074.8,40524123383.0,4244921200.0,S.CN.SSE.000905,2013-04-24,0.0,0.0,False
801,3473.01,3431.4,3494.53,3431.15,3833.02,3136.11,46953028570.0,4883644300.0,S.CN.SSE.000905,2013-04-25,0.0,0.0,False
802,3427.15,3367.77,3438.32,3360.74,3774.54,3088.26,34801657174.0,3740291100.0,S.CN.SSE.000905,2013-04-26,0.0,0.0,False
803,3354.47,3383.4,3386.28,3345.44,3704.54,3030.99,28077105491.0,2943853500.0,S.CN.SSE.000905,2013-05-02,0.0,0.0,False
804,3391.22,3448.64,3459.98,3391.22,3721.74,3045.06,35659631511.0,3724433800.0,S.CN.SSE.000905,2013-05-03,0.0,0.0,False
805,3456.28,3514.46,3516.87,3456.28,3793.5,3103.78,42476585112.0,4424931400.0,S.CN.SSE.000905,2013-05-06,0.0,0.0,False
806,3511.21,3521.48,3531.55,3495.8,3865.9,3163.01,40099911418.0,4120139600.0,S.CN.SSE.000905,2013-05-07,0.0,0.0,False
807,3524.79,3553.85,3554.15,3517.94,3873.62,3169.33,41307431389.0,4230729500.0,S.CN.SSE.000905,2013-05-08,0.0,0.0,False
808,3551.9,3555.77,3557.02,3517.59,3909.23,3198.46,49151023188.0,4930172500.0,S.CN.SSE.000905,2013-05-09,0.0,0.0,False
809,3550.03,3577.33,3577.33,3536.17,3911.35,3200.19,44817877724.0,4466670800.0,S.CN.SSE.000905,2013-05-10,0.0,0.0,False
810,3577.3,3590.76,3591.09,3565.49,3935.06,3219.59,38932043041.0,3946578000.0,S.CN.SSE.000905,2013-05-13,0.0,0.0,False
811,3586.32,3549.3,3586.32,3524.58,3949.83,3231.68,36835083435.0,3808365800.0,S.CN.SSE.000905,2013-05-14,0.0,0.0,False
812,3549.74,3597.11,3597.24,3548.55,3904.23,3194.37,37037743203.0,3648741800.0,S.CN.SSE.000905,2013-05-15,0.0,0.0,False
813,3594.3,3635.76,3647.49,3578.09,3956.82,3237.4,50602541528.0,5239356700.0,S.CN.SSE.000905,2013-05-16,0.0,0.0,False
814,3632.61,3691.4,3695.24,3631.26,3999.33,3272.18,54997639169.0,5939850400.0,S.CN.SSE.000905,2013-05-17,0.0,0.0,False
815,3700.09,3737.75,3740.58,3686.76,4060.54,3322.26,66738550616.0,6679882500.0,S.CN.SSE.000905,2013-05-20,0.0,0.0,False
816,3733.67,3787.06,3787.1,3727.67,4111.52,3363.97,66347954151.0,6769011700.0,S.CN.SSE.000905,2013-05-21,0.0,0.0,False
817,3782.97,3755.87,3795.17,3740.22,4165.76,3408.35,63037516258.0,6531327200.0,S.CN.SSE.000905,2013-05-22,0.0,0.0,False
818,3740.44,3724.23,3783.97,3716.29,4131.46,3380.29,54473098354.0,5781309600.0,S.CN.SSE.000905,2013-05-23,0.0,0.0,False
819,3723.62,3782.07,3782.17,3723.62,4096.65,3351.81,48927064353.0,5023893800.0,S.CN.SSE.000905,2013-05-24,0.0,0.0,False
820,3784.47,3820.43,3820.59,3782.27,4160.28,3403.86,55508754527.0,5552935700.0,S.CN.SSE.000905,2013-05-27,0.0,0.0,False
821,3820.24,3827.78,3829.97,3770.65,4202.47,3438.38,58861069186.0,6007156800.0,S.CN.SSE.000905,2013-05-28,0.0,0.0,False
822,3830.22,3856.32,3858.92,3828.29,4210.56,3445.0,57096106271.0,5831909600.0,S.CN.SSE.000905,2013-05-29,0.0,0.0,False
823,3843.16,3865.13,3872.26,3835.22,4241.95,3470.69,55483912363.0,5445480900.0,S.CN.SSE.000905,2013-05-30,0.0,0.0,False
824,3867.59,3841.22,3884.68,3840.7,4251.65,3478.62,56207611615.0,5506793500.0,S.CN.SSE.000905,2013-05-31,0.0,0.0,False
825,3836.77,3814.51,3855.79,3803.36,4225.34,3457.1,49391590358.0,4838775300.0,S.CN.SSE.000905,2013-06-03,0.0,0.0,False
826,3809.55,3739.72,3811.65,3707.56,4195.96,3433.06,48610521189.0,4924970600.0,S.CN.SSE.000905,2013-06-04,0.0,0.0,False
827,3733.95,3755.15,3759.52,3718.12,4113.7,3365.75,37010106619.0,3661617300.0,S.CN.SSE.000905,2013-06-05,0.0,0.0,False
828,3742.5,3688.74,3742.5,3686.25,4130.66,3379.63,38013941993.0,3881376400.0,S.CN.SSE.000905,2013-06-06,0.0,0.0,False
829,3690.96,3616.21,3701.22,3593.97,4057.61,3319.86,39558664009.0,4070865200.0,S.CN.SSE.000905,2013-06-07,0.0,0.0,False
830,3573.9,3515.05,3573.9,3446.25,3977.83,3254.59,34264499771.0,3724168200.0,S.CN.SSE.000905,2013-06-13,0.0,0.0,False
831,3519.37,3584.98,3591.25,3519.33,3866.56,3163.55,35265955848.0,3464384000.0,S.CN.SSE.000905,2013-06-14,0.0,0.0,False
832,3593.51,3593.37,3620.95,3565.28,3943.48,3226.48,37328974228.0,3564597000.0,S.CN.SSE.000905,2013-06-17,0.0,0.0,False
833,3594.9,3605.76,3613.03,3557.46,3952.71,3234.03,31369487347.0,3133290800.0,S.CN.SSE.000905,2013-06-18,0.0,0.0,False
834,3588.77,3583.3,3588.77,3525.45,3966.33,3245.18,32107538554.0,3289541700.0,S.CN.SSE.000905,2013-06-19,0.0,0.0,False
835,3562.13,3465.0,3566.36,3463.13,3941.63,3224.97,32563649485.0,3302402600.0,S.CN.SSE.000905,2013-06-20,0.0,0.0,False
836,3401.47,3446.48,3464.59,3347.76,3811.5,3118.5,30756539013.0,3228984000.0,S.CN.SSE.000905,2013-06-21,0.0,0.0,False
837,3439.87,3232.96,3439.87,3200.67,3791.13,3101.83,36506606231.0,4053654100.0,S.CN.SSE.000905,2013-06-24,0.0,0.0,False
838,3202.66,3219.13,3243.4,2981.69,3556.26,2909.67,44250328604.0,5155439200.0,S.CN.SSE.000905,2013-06-25,0.0,0.0,False
839,3222.68,3285.82,3285.82,3200.16,3541.05,2897.22,38224847772.0,3990058900.0,S.CN.SSE.000905,2013-06-26,0.0,0.0,False
840,3293.08,3233.22,3339.86,3231.15,3614.4,2957.24,42517431123.0,4496869100.0,S.CN.SSE.000905,2013-06-27,0.0,0.0,False
841,3212.25,3235.98,3292.91,3176.24,3556.54,2909.9,34979634869.0,3864059600.0,S.CN.SSE.000905,2013-06-28,0.0,0.0,False
842,3226.62,3304.59,3304.59,3210.66,3559.58,2912.38,33608711143.0,3532662900.0,S.CN.SSE.000905,2013-07-01,0.0,0.0,False
843,3304.99,3359.05,3359.12,3295.33,3635.05,2974.13,39563446595.0,4038507400.0,S.CN.SSE.000905,2013-07-02,0.0,0.0,False
844,3346.11,3364.18,3372.63,3288.02,3694.96,3023.15,42556348116.0,4431065700.0,S.CN.SSE.000905,2013-07-03,0.0,0.0,False
845,3342.01,3390.49,3427.38,3325.27,3700.6,3027.77,44347115069.0,4693895500.0,S.CN.SSE.000905,2013-07-04,0.0,0.0,False
846,3392.58,3371.53,3427.98,3371.32,3729.54,3051.44,40669748664.0,4395283200.0,S.CN.SSE.000905,2013-07-05,0.0,0.0,False
847,3322.14,3240.48,3322.14,3240.11,3708.68,3034.38,36284240660.0,3995247000.0,S.CN.SSE.000905,2013-07-08,0.0,0.0,False
848,3231.7,3259.91,3263.39,3210.73,3564.52,2916.43,28150383007.0,3009463500.0,S.CN.SSE.000905,2013-07-09,0.0,0.0,False
849,3259.84,3361.39,3361.39,3257.9,3585.9,2933.92,38711690708.0,4186412600.0,S.CN.SSE.000905,2013-07-10,0.0,0.0,False
850,3364.84,3455.88,3484.79,3364.23,3697.53,3025.26,56898559181.0,6332352100.0,S.CN.SSE.000905,2013-07-11,0.0,0.0,False
851,3453.44,3425.14,3490.5,3424.28,3801.47,3110.3,50056306876.0,5180821300.0,S.CN.SSE.000905,2013-07-12,0.0,0.0,False
852,3432.26,3493.44,3493.72,3431.5,3767.65,3082.62,45609098379.0,4658588700.0,S.CN.SSE.000905,2013-07-15,0.0,0.0,False
853,3496.73,3536.31,3536.31,3474.36,3842.79,3144.1,48308414198.0,4931472400.0,S.CN.SSE.000905,2013-07-16,0.0,0.0,False
854,3529.71,3485.07,3552.37,3474.36,3889.94,3182.68,49055064036.0,5004677800.0,S.CN.SSE.000905,2013-07-17,0.0,0.0,False
855,3476.18,3481.2,3505.18,3445.33,3833.58,3136.57,45744852787.0,4598343600.0,S.CN.SSE.000905,2013-07-18,0.0,0.0,False
856,3479.53,3394.31,3510.11,3394.31,3829.32,3133.08,49889751914.0,5098659500.0,S.CN.SSE.000905,2013-07-19,0.0,0.0,False
857,3374.57,3461.28,3461.7,3359.39,3733.74,3054.88,41787754334.0,4199297200.0,S.CN.SSE.000905,2013-07-22,0.0,0.0,False
858,3470.6,3544.97,3545.05,3470.6,3807.41,3115.15,53322693177.0,5354383300.0,S.CN.SSE.000905,2013-07-23,0.0,0.0,False
859,3536.16,3566.28,3575.0,3500.08,3899.46,3190.47,56316924931.0,5654974300.0,S.CN.SSE.000905,2013-07-24,0.0,0.0,False
860,3561.51,3498.24,3572.55,3496.31,3922.91,3209.65,51562676517.0,5086679000.0,S.CN.SSE.000905,2013-07-25,0.0,0.0,False
861,3486.96,3494.16,3520.49,3449.61,3848.07,3148.42,38981411492.0,3935843200.0,S.CN.SSE.000905,2013-07-26,0.0,0.0,False
862,3477.26,3426.59,3484.64,3423.77,3843.57,3144.74,36668786390.0,3919105400.0,S.CN.SSE.000905,2013-07-29,0.0,0.0,False
863,3426.96,3411.22,3449.54,3349.55,3769.25,3083.93,34953447508.0,3659272800.0,S.CN.SSE.000905,2013-07-30,0.0,0.0,False
864,3428.13,3430.74,3462.09,3418.72,3752.34,3070.1,33393083994.0,3582566100.0,S.CN.SSE.000905,2013-07-31,0.0,0.0,False
865,3435.08,3521.15,3521.16,3429.72,3773.82,3087.67,42269871915.0,4422596400.0,S.CN.SSE.000905,2013-08-01,0.0,0.0,False
866,3535.89,3533.61,3563.19,3528.64,3873.27,3169.04,44429897647.0,4726402100.0,S.CN.SSE.000905,2013-08-02,0.0,0.0,False
867,3531.65,3592.54,3592.87,3528.85,3886.97,3180.25,40115301552.0,4172185000.0,S.CN.SSE.000905,2013-08-05,0.0,0.0,False
868,3589.52,3631.12,3638.7,3581.53,3951.79,3233.28,47335574737.0,4979607000.0,S.CN.SSE.000905,2013-08-06,0.0,0.0,False
869,3628.0,3596.32,3644.21,3589.34,3994.24,3268.01,49976415052.0,5261651700.0,S.CN.SSE.000905,2013-08-07,0.0,0.0,False
870,3589.16,3605.85,3627.25,3577.58,3955.95,3236.69,41185098735.0,4244996800.0,S.CN.SSE.000905,2013-08-08,0.0,0.0,False
871,3611.78,3618.74,3637.91,3570.78,3966.44,3245.27,43821525174.0,4435769100.0,S.CN.SSE.000905,2013-08-09,0.0,0.0,False
872,3629.51,3676.2,3676.2,3628.95,3980.62,3256.87,53214492024.0,5649268700.0,S.CN.SSE.000905,2013-08-12,0.0,0.0,False
873,3677.11,3695.55,3695.56,3669.49,4043.81,3308.58,45698166160.0,5264948300.0,S.CN.SSE.000905,2013-08-13,0.0,0.0,False
874,3694.68,3681.08,3706.77,3662.04,4065.11,3326.0,47033333854.0,5298329000.0,S.CN.SSE.000905,2013-08-14,0.0,0.0,False
875,3674.65,3631.32,3686.26,3629.34,4049.19,3312.97,41626247438.0,4373973600.0,S.CN.SSE.000905,2013-08-15,0.0,0.0,False
876,3611.28,3554.35,3688.69,3550.82,3994.45,3268.19,49148539297.0,5363560100.0,S.CN.SSE.000905,2013-08-16,0.0,0.0,False
877,3528.91,3609.03,3609.17,3522.15,3909.78,3198.91,35417007167.0,3846959400.0,S.CN.SSE.000905,2013-08-19,0.0,0.0,False
878,3606.61,3599.64,3634.05,3580.19,3969.93,3248.13,40942687117.0,4315981900.0,S.CN.SSE.000905,2013-08-20,0.0,0.0,False
879,3596.93,3627.5,3627.91,3577.82,3959.6,3239.67,39002159433.0,4261988400.0,S.CN.SSE.000905,2013-08-21,0.0,0.0,False
880,3621.89,3636.47,3650.11,3615.71,3990.25,3264.75,43266633995.0,4613253500.0,S.CN.SSE.000905,2013-08-22,0.0,0.0,False
881,3644.68,3627.97,3654.73,3560.13,4000.12,3272.82,52538563861.0,5483723100.0,S.CN.SSE.000905,2013-08-23,0.0,0.0,False
882,3629.36,3703.59,3703.79,3627.31,3990.77,3265.17,50848498102.0,5352258900.0,S.CN.SSE.000905,2013-08-26,0.0,0.0,False
883,3702.58,3732.1,3732.22,3691.16,4073.95,3333.23,51583006762.0,5746790700.0,S.CN.SSE.000905,2013-08-27,0.0,0.0,False
884,3707.53,3703.92,3740.13,3680.5,4105.31,3358.89,63585748881.0,7020592900.0,S.CN.SSE.000905,2013-08-28,0.0,0.0,False
885,3703.05,3701.08,3715.85,3679.08,4074.31,3333.53,53345962599.0,6293668600.0,S.CN.SSE.000905,2013-08-29,0.0,0.0,False
886,3702.85,3664.15,3727.3,3645.36,4071.19,3330.97,64028442860.0,7706919600.0,S.CN.SSE.000905,2013-08-30,0.0,0.0,False
887,3674.68,3689.96,3695.09,3633.46,4030.56,3297.73,52818470953.0,6286094400.0,S.CN.SSE.000905,2013-09-02,0.0,0.0,False
888,3685.34,3744.87,3745.24,3680.15,4058.95,3320.96,50108691899.0,5962664600.0,S.CN.SSE.000905,2013-09-03,0.0,0.0,False
889,3747.23,3755.24,3766.41,3734.78,4119.36,3370.38,54486355899.0,6236384800.0,S.CN.SSE.000905,2013-09-04,0.0,0.0,False
890,3749.94,3762.57,3776.0,3741.46,4130.76,3379.72,54687164547.0,6068110500.0,S.CN.SSE.000905,2013-09-05,0.0,0.0,False
891,3758.91,3792.83,3799.07,3754.64,4138.83,3386.31,56989302419.0,6060311700.0,S.CN.SSE.000905,2013-09-06,0.0,0.0,False
892,3799.45,3831.93,3835.48,3793.11,4172.12,3413.55,67253506959.0,7293221900.0,S.CN.SSE.000905,2013-09-09,0.0,0.0,False
893,3836.47,3870.92,3871.19,3832.32,4215.12,3448.73,71770712391.0,8106345200.0,S.CN.SSE.000905,2013-09-10,0.0,0.0,False
894,3876.59,3834.26,3876.77,3814.28,4258.02,3483.83,76016248233.0,8802626600.0,S.CN.SSE.000905,2013-09-11,0.0,0.0,False
895,3824.75,3845.07,3857.52,3815.74,4217.68,3450.83,57448642414.0,6727343900.0,S.CN.SSE.000905,2013-09-12,0.0,0.0,False
896,3846.45,3849.82,3858.43,3825.18,4229.57,3460.56,56409493116.0,6486534300.0,S.CN.SSE.000905,2013-09-13,0.0,0.0,False
897,3852.36,3854.21,3870.73,3836.41,4234.8,3464.84,52644030423.0,5568231100.0,S.CN.SSE.000905,2013-09-16,0.0,0.0,False
898,3851.66,3786.29,3851.66,3785.23,4239.63,3468.79,53088749807.0,5755855300.0,S.CN.SSE.000905,2013-09-17,0.0,0.0,False
899,3780.7,3822.12,3823.01,3776.7,4164.92,3407.66,43668160027.0,4446441000.0,S.CN.SSE.000905,2013-09-18,0.0,0.0,False
900,3830.95,3899.63,3899.86,3830.95,4204.34,3439.91,56490895298.0,5652713900.0,S.CN.SSE.000905,2013-09-23,0.0,0.0,False
901,3897.41,3903.52,3915.98,3864.44,4289.59,3509.66,63947874499.0,6507975400.0,S.CN.SSE.000905,2013-09-24,0.0,0.0,False
902,3899.61,3889.22,3930.6,3881.6,4293.87,3513.17,67886689453.0,7019162200.0,S.CN.SSE.000905,2013-09-25,0.0,0.0,False
903,3879.48,3808.22,3883.39,3806.64,4278.14,3500.3,56763483787.0,5902757300.0,S.CN.SSE.000905,2013-09-26,0.0,0.0,False
904,3805.5,3822.76,3841.54,3802.9,4189.04,3427.39,44024203903.0,4354926600.0,S.CN.SSE.000905,2013-09-27,0.0,0.0,False
905,3834.17,3872.89,3873.49,3834.01,4205.03,3440.48,41763486724.0,3945458200.0,S.CN.SSE.000905,2013-09-30,0.0,0.0,False
906,3875.52,3938.07,3938.07,3866.68,4260.18,3485.6,55498920949.0,5513437900.0,S.CN.SSE.000905,2013-10-08,0.0,0.0,False
